"东子2013妞子    ",2017-6-1 22:44,"围炉音乐会这旮旯里还是没什么的嘛！可能这个季节去内蒙古会很想去看大草原很想去看大草原,梅花鹿有没有？我想去看看,上回去北海因为台风没有上涠洲岛，找时间再去过,,,亚丁很美 ​",台风梅花
"用户5346267702    ",2017-5-22 05:47,全民K歌这首歌唱得很好，快来听听！  《梅花泪》台风暂离网页链接 来自全民K歌 ​,台风梅花
"知猫讲座    ",2017-5-19 10:28,讲座预告 历史自然地理与环境变迁研究主讲：满志敏、王建革等时间：20170523 13:30:00地点：复旦大学光华楼西主楼2201会议室内容介绍：满志敏：清代登陆海南岛台风对西南地区的影响王建革：宋代江南的梅花生态与赏梅品味韩昭庆：近七十年来广西地区石漠化分布的变迁杨煜达：基于水量平衡模型的明清大运河山东段水量重建与相关问题研究费  杰：过去2000年渭河平原盐湖演变段  伟：明清时期水患对苏北政区治所迁移的影响,台风梅花
"大头车物流平台    ",2017-5-4 14:37,近日，广东多地将受台风梅花的影响[闪电][龙卷风]大风大雨，大家出行要注意安全哦！亲，除了天气外，还要注意交通安全哦，大车出没，小心被碾监控实拍路人被大车碾压全程 秒拍视频 . ​,台风梅花
"mush_kitO    ",2017-5-1 17:28,今年第一号台风梅花生成！这个五一长假，台风陪你过！ O今年第一号台风梅花生成！这个五一长假，台风... ​​​​,台风梅花
"_微samdy0719    ",2017-5-1 15:46,今年第一号台风梅花生成！这个五一长假，台风陪你过！ O今年第一号台风梅花生成！这个五一长假，台风... ​​​​,台风梅花
"地震天气爱好者    ",2017-5-1 07:24,我刚入微博几天就发现微博真是个好软件，我来说说他的优点:1.喷子少，关于日本，美国等中国的死对头很少人会去喷，尤其是日本地震什么的2.志同道合的人多，明星都在用！3，时刻都有新消息，好用！我再说说缺点:就一个！标题党，造谣的太多了！如我前几天发的微博关于台风梅花的，使许多老百姓误会 ​,台风梅花
"wsx5762085150    ",2017-4-30 21:16,1701号台风“梅花”来袭 （分享自 凤凰视频） 网页链接 ​,台风梅花
"啊呸啊呸啊    ",2017-4-30 15:18,分享网易新闻:《今年一号台风梅花已生成 广州未来都是雨雨雨？》 |今年一号台... 网易新闻客户端 网易新闻 ​,台风梅花
"中国气象爱好者    ",2017-4-29 23:16,台风追击 在梅花生成的时候，帝汶海也发展出了一个热带气旋，名为弗朗西斯。它昨天一度开出高层风眼，同时也成为澳洲海域这个风季第三个强热带气旋。 但是随着它逐步移入高风切海域，核心对流明显消散同时中心被切，今晚的它只剩一个空壳了。未来它会继续远离大陆并消散，同时南半球风季已临近尾声。 ​,台风梅花
"記酱油拌咖喱    ",2017-4-29 22:26,今年第一号台风梅花生成！这个五一长假，台风陪你过！ O今年第一号台风梅花生成！这个五一长假，台风... ​​​​,台风梅花
"teg休息    ",2017-4-29 22:22,今年第一号台风梅花生成！这个五一长假，台风陪你过！ O今年第一号台风梅花生成！这个五一长假，台风... ​​​​,台风梅花
"kersonA    ",2017-4-29 20:29,今年第一号台风梅花生成！这个五一长假，台风陪你过！ O今年第一号台风梅花生成！这个五一长假，台风... ​​​​,台风梅花
"可口的柳橙K    ",2017-4-29 18:23,今年第一号台风梅花生成！这个五一长假，台风陪你过！ O今年第一号台风梅花生成！这个五一长假，台风... ​​​​,台风梅花
"angelanyview    ",2017-4-29 17:59,分享网易新闻 《今年一号台风梅花已生成 广州未来都是雨雨雨？》|今年一号台... 来自网易新闻客户端 网易新闻 ​,台风梅花
"气象微播    ",2017-4-29 16:48,|台风 夏天即将来临，今年第一号台风梅花已经生成，梅花将打开2017的台风季，那么问题来了，台风形成，结构，源地，路径，来临的预兆……是怎样的？科普文，欢迎阅读。 ​,台风梅花
"地震天气爱好者    ",2017-4-29 15:52,"最近看到许多公众号都在发台风梅花形成，xx市有大风雷雨降温，使一些民众很惊讶，为啥5月初就有台风，今天我就要给大家科普一下了：1,台风梅花是转向货，他会被风切“切”死，所以他会往东北方向移动减弱，很有可能变为温带气旋。2,影响全国降雨（前几天）的是江淮气旋，所以大风雷雨降温是受江淮气旋影响3,除拉尼娜年和厄尔尼诺年，首台都是34月形成的。请大家细心看一下公众号上的文字，不要误解。",台风梅花
"Henry_Younghoo    ",2017-4-29 12:29,【Im angry！在听到不放假的消息后我愤慨地写下了这篇天气预报。】4月26日上午8点，今年第一号台风—1701梅花在菲律宾以东洋面生成。在被强势的副热带高气压带包围和全球超级计算机都不看好的情况下，它顶着巅峰时也仅有8级的躯壳诞生了。然而这样的初台注定是短命的，它将在转向东北后并入阿拉斯加南部强大的温带气旋中，其环流结构已不明显。（见图2）虽然它是近几年来最弱的一个初台，但是它对于近期的气候来说，影响是不小的。它形成之初，其环流加速了冷空气南下，造成了现在冷高压盘踞南方尤其是东南沿海的情形。而西部的南支槽给西藏林芝和云南西部带来了不少降水，（图3）它等待着梅花彻底凋亡后扫荡南方。（图4为每日24小时降水量，颜色越深降水量越大）在梅花苟延残喘之时，它将吸走它带来的冷空气并给予自己最后一击。伴随着风的呼啸，副高趁势北上，从南面卷来大范围的水汽，和南支槽一起造成五一假期后大范围的降水，个别地区还会出现强对流天气。届时东部和南部都会是难以摆脱的风区。（图5为850hPa风频图，颜色越深风力越大）进入五月，二十度以上的气温将会成为常态。（图6为气温距平图，红色代表高温，蓝色代表低温）华北、东北一带近一个月的高温和西北风会让持续的干旱再度发力，南方则会开启高温和强降雨的交替模式。之后的北方正在蓄力下一次的南下冷空气输送，届时将会有非常可观的强对流天气形成。,台风梅花
"看到了未来回不到过去plus    ",2017-4-29 09:38,【今年一号台风梅花已生成 广州未来都是雨雨雨？】　　今年第1号台风梅花（热带风暴级，英文名：Muifa；名字来源：中国澳门；名字意义：一种花）于26日上午在菲律宾以东的西北太平洋上生成。|今年一号台... ​,台风梅花
"冷酷龙龙九    ",2017-4-29 09:00,【重磅！今年1号台风已经生成！中山天气如何？五一怎么办...】今年第1号台风“梅花”（热带风暴级）生成了 气象部门表示，“梅花”将以15公里左右的时速向偏北转东北方向移动，29日前后在西北太平洋洋面消|重磅！今年... ​,台风梅花
"海上一股小台风    ",2017-4-29 08:13,台风 千呼万唤始出来的梅花已经凋零在碧水蓝天的太平洋上…明年今日… |厦门·集美... ​,台风梅花
"请辩论    ",2017-4-29 05:09,【今年第一号台风梅花已经生成！五一小长假对上虞有影响吗？】4月26号上午8点，2017年第1号台风“梅花”诞生，最大风力8级。它打破了2016年末代台风“洛坦”之后，西北太平洋118天的无台风空窗期，|今年第一号... ​,台风梅花
"福建郑朝阳    ",2017-4-29 01:01,发表了博文《·诗到语言止（下篇）发表《仙游今报》·仙梦2017428》莆田传媒网湄洲日报阅读器下载选择出版日期本版新闻列表更多新闻·朴实无华焖羊肉·木棉花落·第一个芳名梅花的台风·诗到语言|·& 诗到语... ​,台风梅花
"浙江气象爱好者    ",2017-4-29 00:33,台风追击 梅花弱弱的离开了我们，但是南半球的风季仍然没有结束，一个之前不被看好的扰动在一天之内已经又发展成南半球第17个旋风“弗朗西斯”，数值预报预测其会在今天早晨巅峰，然而风切提前到来，所以其能否撑得住还是悬念 ​,台风梅花
"LuuuuJayne    ",2017-4-28 23:49,今天，嗯。感谢台风梅花，让连续降雨的广州有了难得的晴天，虽然很干燥。太阳底下走一圈，皮肤满满的焦灼感。早上写了方案，下午终于要开小组了！激动啊！准备了一个月！过程嘛，有好有忧，但起码是一个好的开始。晚上去开会。地铁很多人，在人流中被裹挟着前行，像是无法抵抗的命运。两趟地铁都是很好看的主题列车，尽管不知道是啥主题……地铁站里是肯爷爷的广告，樱花粉的画风，春天啊初三毕业五年以后，我再一次把面包当早餐。7－11还配了个维他奶。记得那时候喝了三年，想着以后都不要再喝了！人啊，就是容易打脸。小哥哥今天很好看。开心～,台风梅花
"别样观点    ",2017-4-28 23:00,【台风“梅花”来作妖，莫非珠海人的五一假期要泡汤？！】热带低压03W在高海温和低风切的条件下，中心东侧的对流持续爆发。日本气象厅已经于今天早晨升格它为热带风暴，今年 据中央气象台4月26日09时51分|台风“梅花”... ​,台风梅花
"砀山发布    ",2017-4-28 22:54,【生活服务】1）北京5月将明确共享单车上限数量，停车区统一标准；北京：鼓励大医院医师到基层开私人诊所；“五一”小长假将至，北京地铁今天午后将适时限流；2）沪社保费率降低为企业减负，不影响参保人员待遇；3）今年首个台风“梅花”对粤无影响，“五一”假期广东多云为主；雷雨致广深航班大面积延误取消；4）南京户籍新政：均等化服务比一纸户口更重要；5）陕西省城镇化率年均提升1.61个百分点，高于全国。,台风梅花
"我的掌上社会    ",2017-4-28 21:50,【一号台风“梅花”对金华无影响 51天气先晴后雨】本周，冷风冷雨带来了大降温。4月27日早晨，金华市区最低气温降低到10.6℃，加上天气阴沉，真的有些冷。|一号台风“... ​,台风梅花
"汕尾市民网    ",2017-4-28 20:52,【注意：今年第1号台风“梅花”生成，五一假期天气...】据中央气象台 ：今年第1号台风梅花（热带风暴级，英文名：Muifa；名字来源：中国澳门；名字意义：一种花）于26日上午在菲律宾以东的西北太平洋上生成。预计梅花将以每小时12公里左右的速度向西北方向移动，强度变化不大。27日以后将转向东北方向，强度逐渐减弱，并变性为温带气旋，未来对我国无影响。虽然1号“梅花”对我们没什么影响但2017台风季节已经正式拉开了序幕从目前天气预报的数据上看，经过这几天日强降雨的洗礼后，我们最期待的五一假期（4月29日至5月1日）天气有望变得平静些，多云为主，虽部分市县有阵雨，但对出行影响不大。... 网页链接,台风梅花
"季节底的雨巷    ",2017-4-28 19:23,今年第一号台风梅花生成！这个五一长假，台风陪你过！ O今年第一号台风梅花生成！这个五一长假，台风... ​​​​,台风梅花
"膜蔺安乐    ",2017-4-28 18:43,今年第一号台风梅花生成！这个五一长假，台风陪你过！ O今年第一号台风梅花生成！这个五一长假，台风... ​​​​,台风梅花
"-小南国防    ",2017-4-28 18:00,今年第一号台风梅花生成！这个五一长假，台风陪你过！ O今年第一号台风梅花生成！这个五一长假，台风... ​​​​,台风梅花
"欧希留    ",2017-4-28 17:45,【今年第1号台风梅花生成！】热带低压03W在高海温和低风切的条件下，中心东侧的对流持续爆发。日本气象厅已经于今天早晨升格它为热带风暴，今年第1号台风梅花生成！2017年西太风季的大幕也随之拉开。梅花在西太平洋尽情绽放的时间只有一天，明天它就会转为东北方向移动并逐渐消散。 ​​​​,台风梅花
"丶壹然特雷西    ",2017-4-28 17:26,今年第一号台风梅花生成！这个五一长假，台风陪你过！ O今年第一号台风梅花生成！这个五一长假，台风... ​​​​,台风梅花
"无锡新周刊    ",2017-4-28 17:21,【今年第1号台风“梅花”正式生成！无锡人你们五一假期要泡汤了吗？】无锡的4月天不止作妖，还有一股疯劲，你永远不知道无锡明天的天气是怎么样的？明明是春季，4月的我大无锡还多两季！夏季、和雨季！|今年第1号... ​,台风梅花
"楠楠的二次悲伤    ",2017-4-28 13:07,【今年1号台风生成！下班高峰，番禺倾盆大雨！五一的天气是……】据中央气象台 ：今年第1号台风梅花（热带风暴级，英文名：Muifa；名字来源：中国澳门；名字意义：一种花）于26日上午在菲律宾以东的|今年1号台... ​,台风梅花
"乐珍的机会plus    ",2017-4-28 13:07,【1号台风“梅花”已生成！今天东莞又下暴雨！五一天气是这样的…】据中央气象台 ：今年第1号台风梅花（热带风暴级，英文名：Muifa；名字来源：中国澳门；名字意义：一种花）于26日上午在菲律宾以东|1号台风“梅... ​,台风梅花
"张念远cusec    ",2017-4-28 10:37,【今年第1号台风梅花生成！】热带低压03W在高海温和低风切的条件下，中心东侧的对流持续爆发。日本气象厅已经于今天早晨升格它为热带风暴，今年第1号台风梅花生成！2017年西太风季的大幕也随之拉开。梅花在西太平洋尽情绽放的时间只有一天，明天它就会转为东北方向移动并逐渐消散。 ​​​​,台风梅花
"慈溪发布    ",2017-4-28 10:33,【今年第一号台风梅花生成！慈溪人的五一小长假……】温馨提醒4月26号上午8点，2017年第1号台风“梅花”诞生，最大风力8级。 |今年第一号... ​,台风梅花
"明天要吃叉烧肉str    ",2017-4-28 10:23,【今年第1号台风梅花生成！】热带低压03W在高海温和低风切的条件下，中心东侧的对流持续爆发。日本气象厅已经于今天早晨升格它为热带风暴，今年第1号台风梅花生成！2017年西太风季的大幕也随之拉开。梅花在西太平洋尽情绽放的时间只有一天，明天它就会转为东北方向移动并逐渐消散。 ​​​​,台风梅花
"哈尔滨仲裁委    ",2017-4-28 09:46,1）北京5月将明确共享单车上限数量，停车区统一标准；北京：鼓励大医院医师到基层开私人诊所；“五一”小长假将至，北京地铁今天午后将适时限流； 2）沪社保费率降低为企业减负，不影响参保人员待遇； 3）今年首个台风“梅花”对粤无影响，“五一”假期广东多云为主；雷雨致广深航班大面积延误取消； ​,台风梅花
"汕尾传媒网    ",2017-4-28 09:40,【关注】今年第1号台风“梅花”生成！网页链接 ​,台风梅花
"新浪广东珠海    ",2017-4-28 09:40,【今年首个台风梅花对粤无影响 五一假期广东多云为主】即将到来的“五一”小长假，南粤天气将有所好转，由于前期降水较多，大家还需注意连续较强降水引发的山体滑坡等地质灾害。省气象台预计，27日中南部市县小到中雨转多云。受弱冷空气影响，27日气温将小幅下降。2829日全省大部分市县多云为主，气温又将明显回升。“五一”假期（4月29日5月1日）我省无明显强天气，全省多云天气为主，其中5月1日粤北市县有（雷）阵雨。网页链接,台风梅花
"惠阳水务    ",2017-4-28 09:08,南方网：今年首个台风“梅花”对粤无影响 五一全省多云为主  惠州水务信息网网页链接 ​,台风梅花
"人潮网坦洲站    ",2017-4-28 08:39,【坦洲天气】今年1号台风生成！五一假期，坦洲天气怎样？据气象部门表示，“梅花”将以15公里左右的时速向偏北转东北方向移动，29日前后在西北太平洋洋面消失，不会进入南海海面，对我省海陆无影响。 网页链接 ​,台风梅花
"草原风迷    ",2017-4-27 22:35,1701号台风梅花，轻轻地来，轻轻地去 ​,台风梅花
"浙江气象爱好者    ",2017-4-27 22:25,台风追击台风梅花 台风梅花完成了首台任务，开启了2017年台风季。在副高北侧西风气流引导下向北偏东方向移动，受干冷空气影响，对流稀薄，强度已减弱为低压，中央气象台已经对其停止编号。梅花是个好台风，不仅没对任何地方造成直接影响，还为我国中东部吸走水汽，使中东部地区劳动节前两天还是好天气！同时，澳大利亚西北部附近的一级热带气旋“弗朗西斯”FRANCES生成。,台风梅花
"问天517    ",2017-4-27 22:25,台风快讯【“梅花”停止编号】今年第1号台风“梅花”已于今天（27日）晚上在菲律宾以东洋面明显减弱，中央气象台对其停止编号。（中央气象台） ​,台风梅花
"Sao纳德气象爱好者    ",2017-4-27 21:58,台风梅花 【梅花已停止编号】今天晚上九时中央气象局对其停止编号，梅花生成至停编仅仅活了一天半，梅花将继续减弱并消散。 ​,台风梅花
"Theresa是大射手    ",2017-4-27 20:34,今年的首台“梅花♧”太溫柔    广州的台风就像 女孩在约会男孩，没来就怕ta不来，来了就怕ta乱来。 |广州·珠村 ​,台风梅花
"大国powers    ",2017-4-27 20:21,今年第一号台风梅花生成！宁波人的五一小长假要悬了？…… 网页链接 ​,台风梅花
"最绍兴    ",2017-4-27 20:13,今年第一号台风梅花生成，绍兴人还能好好玩耍吗？ |今年第一号... ​,台风梅花
"蜗牛的壳jing    ",2017-4-27 19:45,闽菜系列，真的不要太好吃虽然下着大雨，吹着大风，还有幸遇到了厦门今年第一次的台风梅花，但也挡不住一个吃货的心！ |龙海市 ​,台风梅花
"江淮气象    ",2017-4-27 19:25,【台风“梅花”转向北偏东方向移动】据中央气象台消息，今年第1号台风“梅花”（热带风暴级）的中心今天（27日）早晨5点钟位于菲律宾马尼拉以东约1430公里的西北太平洋洋面上，就是北纬14.6度、东经134.3度，中心附近最大风力有8级（18米秒），中心最低气压为998百帕，7级风圈半径80150公里。|台风“梅花”...,台风梅花
"问天517    ",2017-4-27 19:14,台风快讯【“梅花”将逐渐减弱并变性为温带气旋】今年第1号台风“梅花”（热带风暴级）的中心今天（27日）下午5点钟位于菲律宾马尼拉以东约1480公里的西北太平洋洋面上，就是北纬16.4度、东经134.7度，中心附近最大风力有8级（18米秒），中心最低气压为998百帕，7级风圈半径80150公里。预计，“梅花”将以每小时2025公里的速度向东北方向移动，强度逐渐减弱，并将变性为温带气旋。未来对我国近海海域没有影响。（中国天气网）,台风梅花
"北屋northhouse生存主义    ",2017-4-27 19:05,生存主义台风梅花将逐渐减弱并变性为温带气旋：中国天气网讯 今年第1号台风&8221梅花&8221（热带风暴级）的中心今天（27日）下午5点钟位于菲律宾马尼拉以东约1480公里的西北太平洋洋面上，就是北纬16.4度、东经134.7度，中心附近最大风... 阅读全文:网页链接 ​,台风梅花
"便民新闻    ",2017-4-27 19:01,【台风梅花将逐渐减弱并变性为温带气旋】中国天气网讯 今年第1号台风梅花（热带风暴级）的中心今天（27日）下午5点钟位于菲律宾马尼拉以东约1480公里的西北太平洋洋面上，就是北纬16.4度、东经|台风... ​,台风梅花
"DJTillyer    ",2017-4-27 18:50,南太平洋热带气旋“弗朗西斯”生成，与今年第1号台风“梅花”共舞太平洋。 ​,台风梅花
"维瑞迪微救    ",2017-4-27 18:32,【台风梅花将逐渐减弱并变性为温带气旋】 中国天气网讯 今年第1号台风梅花（热带风暴级）的中心今天（27日）下午5点钟位于菲律宾马尼拉以东约1480公里的西北太平洋洋面上，就是... 微救App维瑞迪应急包fzxy.cn:http:www.fzxy.cndzzstaifeng162783.html ​,台风梅花
"恋上舒适家居    ",2017-4-27 18:27,热一天冷一天，原来，目前西太平洋上有个叫“梅花”的台风，它是今年的第一号台风，比去年的1号台风“尼伯特”早了近3个月 深圳天气的... ​,台风梅花
"深圳天气    ",2017-4-27 18:21,目前西太平洋上有个叫“梅花”的台风，然后它是今年的第一号台风，然后它比去年的1号台风“尼伯特”早了近3个月，然后，然后就没有了……深圳天气的... ​​​,台风梅花
"中山智通人才网    ",2017-4-27 17:57,中山天气：今年首个台风“梅花”对粤无影响 五一全省多云为主__智通人才网 网页链接 ​,台风梅花
"地震气候学家李登念    ",2017-4-27 17:42,梅花三弄：【今年第1号台风“梅花”终于来了】今年第1号台风“梅花”于今天上午在菲律宾以东的西北太平洋洋面上生成，上午8点钟其中心位于菲律宾马尼拉以东大约1640公里的洋面上，就是北纬13.4度、东经136.1度，中心附近最大风力有8级（18米秒），中心最低气压为998百帕，7级风圈半径100150公里。未来对我国近海海域没有影响。,台风梅花
